id,objeto,estado,categoria,tipo_procedimiento,comprador,proveedor,monto,moneda,fecha_publicacion,fecha_adjudicacion,fecha_contrato,url_muni
ocds-03ad3f-401516-1,ADQUISICION DE LECHE PARA FUNCIONARIOS DE LA JUNTA MUNICIPAL DE ASUNCION,complete,goods,Contratación Directa,Municipalidad de Asunción,COOPERATIVA COLONIAS UNIDAS AGROPECUARIA IND. LTDA.,83160000,PYG,2021-10-07T11:57:41-04:00,2021-12-27T12:00:00-04:00,2022-03-14T12:00:00-04:00,https://www.contrataciones.gov.py/licitaciones/convocatoria/401516-adquisicion-leche-funcionarios-junta-municipal-asuncion-1.html
ocds-03ad3f-420397-2,ADQUISICION DE CANALIZADORES DE TRANSITO - SEGUNDO LLAMADO,complete,goods,Contratación Directa,Municipalidad de Asunción,SYOPAR S.A.,145000000,PYG,2023-02-02T08:42:03-04:00,2023-03-22T12:00:00-04:00,2023-04-19T12:00:00-04:00,https://www.contrataciones.gov.py/licitaciones/convocatoria/420397-adquisicion-canalizadores-transito-segundo-llamado-3.html
ocds-03ad3f-410651-1,,planning,,,Municipalidad de Asunción,,,,2023-05-26T14:35:23-04:00,,,https://www.contrataciones.gov.py/licitaciones/convocatoria/planned.html
ocds-03ad3f-419789-1,,planning,,,Municipalidad de Asunción,,,,2023-05-09T11:12:07-04:00,,,https://www.contrataciones.gov.py/licitaciones/convocatoria/planned.html
ocds-03ad3f-430451-1,SERVICIO DE DESESTIBA Y MOVILIZACION DE CONTENEDORES,complete,services,Contratación Directa,Municipalidad de Asunción,CARLOS HERNAN OVIEDO VERA ,70000000,PYG,2023-04-12T12:15:38-04:00,2023-04-25T12:00:00-04:00,2023-05-11T12:00:00-04:00,https://www.contrataciones.gov.py/licitaciones/convocatoria/430451-servicio-desestiba-movilizacion-contenedores-1.html
ocds-03ad3f-416769-1,ADQUISICION DE KITS DE ALIMENTOS PARA VICTIMAS DE YCUA BOLAÑOS - AD REFERENDUM,complete,goods,Contratación Directa,Municipalidad de Asunción,MARILIA INDUSTRIAL SRL,196167690,PYG,2022-12-22T14:38:10-04:00,2023-04-17T12:00:00-04:00,2023-05-09T12:00:00-04:00,https://www.contrataciones.gov.py/licitaciones/convocatoria/416769-adquisicion-kits-alimentos-victimas-ycua-bolanos-ad-referendum-1.html
ocds-03ad3f-391189-1,SERVICIO DE RELEVAMIENTO TOPOGRAFICO SOBRE SITUACION DE HECHO DE LOTES MUNICIPALES EN LA CIUDAD DE ASUNCION,complete,services,Concurso de Ofertas,Municipalidad de Asunción,CARLOS RUBEN LOPEZ AREVALO,650000000,PYG,2022-11-01T19:34:13-04:00,2023-03-10T12:00:00-04:00,2023-04-10T12:00:00-04:00,https://www.contrataciones.gov.py/licitaciones/convocatoria/391189-servicio-relevamiento-topografico-situacion-hecho-lotes-municipales-ciudad-asuncion-1.html
ocds-03ad3f-423413-1,ADQUISICION DE ESCOBILLONES PARA USO EN CENTROS MUNICIPALES,complete,goods,Contratación Directa,Municipalidad de Asunción,JOSE ARNALDO PEREIRA CARDENA,55000000,PYG,2023-03-22T15:43:03-04:00,2023-05-31T12:00:00-04:00,2023-06-26T12:00:00-04:00,https://www.contrataciones.gov.py/licitaciones/convocatoria/423413-adquisicion-escobillones-uso-centros-municipales-1.html
ocds-03ad3f-420859-1,ALQUILER DE INMUEBLE PARA FUNCIONAMIENTO DEL CENTRO MUNICIPAL Nº 3 JOPOI,complete,services,Locación de Inmuebles,Municipalidad de Asunción,SAN PEDRO EMPRENDIMIENTO S.A,252525000,PYG,2023-06-06T10:00:04-04:00,2023-06-27T10:52:43-04:00,2023-05-31T12:00:00-04:00,https://www.contrataciones.gov.py/licitaciones/convocatoria/420859-alquiler-inmueble-funcionamiento-centro-municipal-n-3-jopoi-1.html
ocds-03ad3f-423126-1,ALQUILER DE LOCAL PARA BOCA DE COBRANZA DE LA DIRECCION DE RECAUDACIONES,complete,services,Locación de Inmuebles,Municipalidad de Asunción,CONDOMINIO MARIA TERESA MARTINEZ TABOAS Y OTRO,75600000,PYG,2023-06-05T16:03:53-04:00,2023-06-23T14:44:28-04:00,2023-05-31T12:00:00-04:00,https://www.contrataciones.gov.py/licitaciones/convocatoria/423126-alquiler-local-boca-cobranza-direccion-recaudaciones-1.html
ocds-03ad3f-416495-1,ALQUILER DE RETROEXCAVADORA PARA LA DIRECCION DE SERVICIOS URBANOS,complete,services,Contratación Directa,Municipalidad de Asunción,MARILIA INDUSTRIAL SRL,167760000,PYG,2022-09-12T15:04:29-04:00,2022-11-23T12:00:00-04:00,2023-01-27T12:00:00-04:00,https://www.contrataciones.gov.py/licitaciones/convocatoria/416495-alquiler-retroexcavadora-direccion-servicios-urbanos-1.html
ocds-03ad3f-432153-1,EMERGENCIA AMBIENTAL Y SANITARIA,complete,goods,Contratación por Excepción,Municipalidad de Asunción,M Y F INDUSTRIAL Y COMERCIAL REPRESENTACIONES S.A.,82352410,PYG,2023-05-31T15:11:18-04:00,2023-06-23T14:14:18-04:00,2023-05-17T12:00:00-04:00,https://www.contrataciones.gov.py/licitaciones/convocatoria/432153-emergencia-ambiental-sanitaria-1.html
ocds-03ad3f-405633-1,,planning,,,Municipalidad de Asunción,,,,2023-07-31T12:09:01-04:00,,,https://www.contrataciones.gov.py/licitaciones/convocatoria/planned.html
ocds-03ad3f-338267-2,ADQUISICIÓN DE ALIMENTOS PARA FUNCIONARIOS DE LA DIRECCIÓN DE VIALIDAD,complete,goods,Concurso de Ofertas,Municipalidad de Asunción,TAPE PYTA SA,195716526,PYG,2021-09-15T10:43:11-04:00,2022-10-26T12:00:00-04:00,2023-05-16T12:00:00-04:00,https://www.contrataciones.gov.py/licitaciones/convocatoria/338267-adquisicion-alimentos-funcionarios-direccion-vialidad-3.html
ocds-03ad3f-338267-1,ADQUISICIÓN DE ALIMENTOS PARA FUNCIONARIOS DE LA DIRECCIÓN DE VIALIDAD,unsuccessful,goods,Concurso de Ofertas,Municipalidad de Asunción,,426857000,PYG,2018-10-10T10:05:16-04:00,,,https://www.contrataciones.gov.py/licitaciones/convocatoria/338267-adquisicion-alimentos-funcionarios-direccion-vialidad-1.html
ocds-03ad3f-419134-1,CONTRATACION POR LA VIA DE EXCEPCION DE ADQUISICION DE KIT DE ALIMENTOS,cancelled,goods,Contratación por Excepción,Municipalidad de Asunción,,,PYG,2022-11-21T18:19:11-04:00,,,https://www.contrataciones.gov.py/licitaciones/convocatoria/419134-contratacion-via-excepcion-adquisicion-kit-alimentos-1.html
ocds-03ad3f-422438-1,,planning,,,Municipalidad de Asunción,,,,2023-07-07T11:25:44-04:00,,,https://www.contrataciones.gov.py/licitaciones/convocatoria/planned.html
ocds-03ad3f-406510-1,ALQUILER DE CAMIONES COMPACTADORES PARA RECOLECCION DE BASURA,complete,services,Contratación por Excepción,Municipalidad de Asunción,BERNARDA GONZALEZ MORINIGO,6878885040,PYG,2022-03-14T15:58:36-04:00,2022-04-07T12:00:00-04:00,2022-04-27T12:00:00-04:00,https://www.contrataciones.gov.py/licitaciones/convocatoria/406510-alquiler-camiones-compactadores-recoleccion-basura-1.html
ocds-03ad3f-391407-1,ADQUISICION DE BOLSAS NEGRAS PARA RESIDUOS PARA LA DIRECCION DE SERVICIOS URBANOS - PLURIANUAL,complete,goods,Licitación Pública Nacional,Municipalidad de Asunción,PRESTIGIO DEL SUR S.R.L,1944000000,PYG,2022-03-15T14:52:11-04:00,2022-06-15T12:00:00-04:00,2022-07-15T12:00:00-04:00,https://www.contrataciones.gov.py/licitaciones/convocatoria/391407-adquisicion-bolsas-negras-residuos-direccion-servicios-urbanos-plurianual-1.html
ocds-03ad3f-417846-1,ALQUILER DE LOCAL PARA USO DE LA UNIDAD DE ATENCION INTEGRAL A VICTIMAS DEL YCUA BOLAÑOS Y DE LA DIRECCION EJECUTIVA DE REGISTRO DE OCUPACION,complete,services,Locación de Inmuebles,Municipalidad de Asunción,Higinia del Pilar Calcena de Ahn,125000000,PYG,2023-07-18T12:09:40-04:00,2023-08-01T11:19:38-04:00,2023-07-07T12:00:00-04:00,https://www.contrataciones.gov.py/licitaciones/convocatoria/417846-alquiler-local-uso-unidad-atencion-integral-victimas-ycua-bolanos-direccion-ejecutiv-1.html
ocds-03ad3f-396941-1,PROVISION E INSTALACION DE CCTV PARA LA DIRECCION DE SERVICIOS URBANOS,cancelled,goods,Contratación Directa,Municipalidad de Asunción,,99710000,PYG,2022-09-09T10:06:28-04:00,,,https://www.contrataciones.gov.py/licitaciones/convocatoria/396941-provision-e-instalacion-cctv-direccion-servicios-urbanos-1.html
ocds-03ad3f-410966-1,ADQUISICION DE ALIMENTOS PARA ALBERGUE MUNICIPAL PARA MUJERES VICTIMAS DE VIOLENCIA - PLURIANUAL,cancelled,goods,Contratación Directa,Municipalidad de Asunción,,176986040,PYG,2023-05-09T10:51:17-04:00,,,https://www.contrataciones.gov.py/licitaciones/convocatoria/410966-adquisicion-alimentos-albergue-municipal-mujeres-victimas-violencia-plurianual-1.html
ocds-03ad3f-377884-1,CONTRATACION DE SEGUROS PARA LA MUNICIPALIDAD DE ASUNCION,complete,services,Licitación Pública Nacional,Municipalidad de Asunción,COASEGURO ASEGURADORA YACYRETA S.A./ ASEGURADORA PARAGUAYA S.A.E.C.A./PATRIA S.A. DE SEGUROS,8452446021,PYG,2020-12-15T20:18:55-04:00,2021-06-29T12:00:00-04:00,2021-08-23T12:00:00-04:00,https://www.contrataciones.gov.py/licitaciones/convocatoria/377884-contratacion-seguros-municipalidad-asuncion-1.html
ocds-03ad3f-426699-1,ADQUISICION DE MOBILIARIO PARA DISTINTAS INSTITUCIONES EDUCATIVAS - FONACIDE,complete,goods,Contratación Directa,Municipalidad de Asunción,MARCOS ANTONIO LOPEZ GARCIA,192540000,PYG,2023-07-05T12:20:44-04:00,2023-08-03T12:00:00-04:00,2023-09-06T12:00:00-04:00,https://www.contrataciones.gov.py/licitaciones/convocatoria/426699-adquisicion-mobiliario-distintas-instituciones-educativas-fonacide-1.html
ocds-03ad3f-426657-1,ADQUISICION DE CAJAS DE SEGURIDAD BLINDADAS PARA USO EN LAS BOCAS DE COBRANZA MUNICIPALES,complete,goods,Contratación Directa,Municipalidad de Asunción,NETSUN S.A.,42000000,PYG,2023-07-20T15:05:11-04:00,2023-09-21T12:00:00-04:00,2023-10-18T12:00:00-04:00,https://www.contrataciones.gov.py/licitaciones/convocatoria/426657-adquisicion-cajas-seguridad-blindadas-uso-bocas-cobranza-municipales-1.html
ocds-03ad3f-375170-1,ADQUISICION DE COMBUSTIBLE PARA LA MUNICIPALIDAD DE ASUNCION,complete,goods,Licitación Pública Nacional,Municipalidad de Asunción,RAIZEN PARAGUAY SOCIEDAD ANONIMA,53697593060,PYG,2021-01-12T12:34:25-04:00,2021-02-16T12:00:00-04:00,2021-03-09T12:00:00-04:00,https://www.contrataciones.gov.py/licitaciones/convocatoria/375170-adquisicion-combustible-municipalidad-asuncion-1.html
ocds-03ad3f-432746-1,,planning,,,Municipalidad de Asunción,,,,2023-11-09T12:10:44-04:00,,,https://www.contrataciones.gov.py/licitaciones/convocatoria/planned.html
ocds-03ad3f-391408-1,ADQUISICION DE ESCOBILLONES PARA BARRENDEROS DE LA DIRECCION DE SERVICIOS URBANOS ,complete,goods,Concurso de Ofertas,Municipalidad de Asunción,JOSE ARNALDO PEREIRA CARDENA,486000000,PYG,2022-04-28T08:06:23-04:00,2022-07-12T12:00:00-04:00,2022-08-08T12:00:00-04:00,https://www.contrataciones.gov.py/licitaciones/convocatoria/391408-adquisicion-escobillones-barrenderos-direccion-servicios-urbanos-1.html
ocds-03ad3f-420298-1,,planning,,,Municipalidad de Asunción,,,,2023-11-27T09:10:51-04:00,,,https://www.contrataciones.gov.py/licitaciones/convocatoria/planned.html
ocds-03ad3f-433793-1,ADQUISICION DE ESCOBILLONES PARA LA DIRECCION DE VIALIDAD,complete,goods,Contratación Directa,Municipalidad de Asunción,JOSE ARNALDO PEREIRA CARDENA,184146000,PYG,2023-09-28T11:43:20-04:00,2023-11-22T12:00:00-04:00,2023-12-12T12:00:00-04:00,https://www.contrataciones.gov.py/licitaciones/convocatoria/433793-adquisicion-escobillones-direccion-vialidad-1.html
ocds-03ad3f-432732-1,ADQUISICION DE PAPELERAS URBANAS DE CESTAS BASCULANTES PARA LA DIRECCION DE SERVICIOS URBANOS,complete,goods,Contratación Directa,Municipalidad de Asunción,PRESTIGIO DEL SUR S.R.L,170000000,PYG,2023-07-27T10:01:54-04:00,2023-11-06T12:00:00-04:00,2023-12-04T12:00:00-04:00,https://www.contrataciones.gov.py/licitaciones/convocatoria/432732-adquisicion-papeleras-urbanas-cestas-basculantes-direccion-servicios-urbanos-1.html
ocds-03ad3f-420871-1,CD N° 12/2022 PROVISION DE LECHE PARA FUNCIONARIOS DE LA JUNTA MUNICIPAL DE ASUNCION - AD REFERENDUM,complete,goods,Contratación Directa,Municipalidad de Asunción,COOPERATIVA COLONIAS UNIDAS AGROPECUARIA IND. LTDA.,196000000,PYG,2023-02-07T07:48:41-04:00,2023-05-23T12:00:00-04:00,2023-06-20T12:00:00-04:00,https://www.contrataciones.gov.py/licitaciones/convocatoria/420871-cd-n-12-2022-provision-leche-funcionarios-junta-municipal-asuncion-ad-referendum-1.html
ocds-03ad3f-430236-1,SERVICIO DE IMPRESIONES PARA LA DIRECCION GENERAL DE COMUNICACION,complete,services,Contratación Directa,Municipalidad de Asunción,EDUARDO EULOGIO VERON CARDOZO,189650000,PYG,2023-06-08T11:37:32-04:00,2023-10-26T12:00:00-04:00,2023-11-20T12:00:00-04:00,https://www.contrataciones.gov.py/licitaciones/convocatoria/430236-servicio-impresiones-direccion-general-comunicacion-1.html
ocds-03ad3f-431793-1,ALQUILER DE INMUEBLE PARA FUNCIONAMIENTO DEL CENTRO MUNICIPAL Nº 1 ITA YBATE - PLURIANUAL,complete,services,Locación de Inmuebles,Municipalidad de Asunción,CLUB DE LEONES DE ASUNCION - BARRIO TACUMBÚ ,84000000,PYG,2023-11-24T14:44:17-04:00,2023-11-24T14:44:17-04:00,2023-11-23T12:00:00-04:00,https://www.contrataciones.gov.py/licitaciones/convocatoria/431793-alquiler-inmueble-funcionamiento-centro-municipal-n-1-ita-ybate-plurianual-1.html
